                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                      1,                  1.314,                 4.8328,                  1.937,                0.43348,                0.50893,                0.48706,                0.32146,                 1.0029,                 5.9079,                  1.787,             0.00020004,             0.00020004,             0.00020004
                      2,                 0.9633,                 2.8115,                 1.7533,                0.42446,                0.58393,                0.38479,                0.17471,                  1.663,                 5.6288,                 2.9636,             0.00041262,             0.00041262,             0.00041262
                      3,                0.95967,                  2.209,                  1.742,                0.11616,                0.50893,                0.12522,                0.05361,                  1.609,                 9.0449,                 2.5432,             0.00062092,             0.00062092,             0.00062092
                      4,                 1.1292,                 1.9543,                  1.889,                0.41428,                0.54643,                0.51535,                0.29567,                 1.5612,                 6.8195,                 3.3444,             0.00082492,             0.00082492,             0.00082492
                      5,                 1.1607,                 2.0545,                 1.9114,                0.60326,                  0.475,                0.14204,                0.07094,                 1.3698,                 49.851,                 3.3664,              0.0010246,              0.0010246,              0.0010246
                      6,                 1.2403,                 1.6788,                 1.9953,                0.77273,                   0.15,                0.23369,                0.08745,                 2.8426,                 12.246,                 7.8258,              0.0012201,              0.0012201,              0.0012201
                      7,                 1.1584,                 1.6905,                 1.8189,                0.62266,                   0.45,                0.19491,                0.08304,                 1.7311,                 13.212,                 2.8108,              0.0014112,              0.0014112,              0.0014112
                      8,                 1.2934,                 1.5201,                 1.9861,                0.26511,                0.31964,                0.19682,                0.06144,                 3.0455,                 3.3396,                 4.5854,              0.0015515,              0.0015515,              0.0015515
                      9,                 1.3181,                  1.564,                 1.9888,                0.04088,                0.61607,                0.06331,                0.01954,                 2.6835,                 48.926,                 6.0444,              0.0015515,              0.0015515,              0.0015515
                     10,                 1.2283,                 1.2856,                  1.909,                0.07452,                0.46429,                0.05537,                 0.0162,                  2.927,                 31.379,                 7.0271,               0.001535,               0.001535,               0.001535
                     11,                 1.1551,                 1.2736,                 1.8406,                0.56759,                    0.3,                0.08021,                0.02596,                 2.1899,                  6.763,                 6.2991,              0.0015185,              0.0015185,              0.0015185
                     12,                 1.2021,                 1.3201,                 1.9418,                0.12343,                 0.1375,                0.08973,                0.03056,                  2.509,                 2.9537,                 4.4075,               0.001502,               0.001502,               0.001502
                     13,                 1.2351,                 1.4356,                 1.9062,                0.11648,                0.18571,                0.11351,                0.05211,                 2.1332,                 2.9761,                 3.1598,              0.0014855,              0.0014855,              0.0014855
                     14,                  1.123,                 1.2508,                 1.8553,                0.24198,                0.22143,                0.19854,                0.09833,                 1.7779,                 2.5526,                  2.572,               0.001469,               0.001469,               0.001469
                     15,                 1.0627,                 1.1133,                 1.7591,                0.22826,                0.33769,                 0.2313,                0.12569,                 1.8183,                 2.4713,                 2.5998,              0.0014525,              0.0014525,              0.0014525
                     16,                 1.0149,                 1.1077,                 1.6875,                0.41977,                0.47321,                0.41883,                0.22084,                 1.6468,                 2.2458,                 2.4155,               0.001436,               0.001436,               0.001436
                     17,                  1.102,                 1.0686,                 1.7449,                0.61724,                0.61429,                0.60832,                0.34204,                 1.4592,                 1.5278,                 2.1456,              0.0014195,              0.0014195,              0.0014195
                     18,                 1.1209,                 1.0701,                 1.7921,                 0.4466,                0.65357,                0.52617,                0.31709,                 1.5937,                 1.5938,                  2.442,              0.0014029,              0.0014029,              0.0014029
                     19,                 1.1061,                 1.0584,                 1.7808,                0.40942,                0.58214,                0.59007,                0.39514,                 1.2602,                 1.3092,                 2.0406,              0.0013864,              0.0013864,              0.0013864
                     20,                 1.0878,                 1.0338,                  1.744,                0.49994,                0.64107,                 0.5864,                 0.3547,                 1.4742,                 1.3413,                 2.2815,              0.0013699,              0.0013699,              0.0013699
                     21,                 1.1231,                  1.047,                 1.7844,                  0.517,                0.59107,                0.53123,                0.34309,                 1.5068,                  1.563,                 2.2887,              0.0013534,              0.0013534,              0.0013534
                     22,                 1.0421,                 1.0264,                 1.7302,                0.61781,                0.57679,                0.55083,                0.30727,                 1.7741,                 1.5946,                 2.5918,              0.0013369,              0.0013369,              0.0013369
                     23,                 1.1287,                0.99904,                 1.8186,                0.57799,                0.58459,                0.58804,                0.37845,                  1.342,                 1.4118,                 2.1044,              0.0013204,              0.0013204,              0.0013204
                     24,                 1.1069,                  1.104,                 1.8102,                 0.5891,                 0.7375,                 0.6938,                0.41712,                 1.4096,                  1.108,                 2.2487,              0.0013039,              0.0013039,              0.0013039
                     25,                 1.0332,                  1.025,                 1.7084,                 0.7202,                0.44821,                0.54277,                0.39875,                 1.2866,                 1.3559,                 1.9755,              0.0012874,              0.0012874,              0.0012874
                     26,                0.94589,                 0.9219,                 1.6144,                0.89299,                0.36731,                0.41992,                0.27668,                 1.6307,                 1.5833,                 2.3641,              0.0012709,              0.0012709,              0.0012709
                     27,                0.96641,                0.98064,                 1.6212,                0.48599,                  0.725,                0.61788,                0.40037,                 1.3443,                 1.3104,                 2.1024,              0.0012544,              0.0012544,              0.0012544
                     28,                 1.0077,                0.99402,                 1.6713,                0.65158,                0.75098,                0.68545,                0.41812,                 1.4863,                 1.3077,                 2.2167,              0.0012379,              0.0012379,              0.0012379
                     29,                  1.006,                0.93096,                 1.6599,                 0.7248,                 0.5019,                0.65642,                0.34582,                 1.7627,                 1.7402,                 2.6048,              0.0012214,              0.0012214,              0.0012214
                     30,                 1.0057,                0.89636,                 1.6724,                  0.599,                 0.6625,                 0.6034,                 0.4227,                 1.3062,                 1.3069,                 2.2771,              0.0012049,              0.0012049,              0.0012049
                     31,                 0.9948,                0.92973,                 1.6624,                0.43917,                0.68774,                0.52673,                0.36669,                 1.4542,                 1.3868,                 2.2717,              0.0011884,              0.0011884,              0.0011884
                     32,                0.92148,                0.90081,                  1.571,                 0.6122,                0.55468,                 0.5586,                0.40507,                 1.2569,                 1.3073,                  1.927,              0.0011719,              0.0011719,              0.0011719
                     33,                0.93224,                0.89705,                 1.5803,                0.71229,                0.71975,                0.67244,                0.45328,                   1.29,                 1.1663,                 1.8989,              0.0011554,              0.0011554,              0.0011554
                     34,                0.90552,                0.79675,                  1.537,                0.68558,                0.81786,                0.75311,                0.43834,                  1.248,                 1.1109,                 1.9197,              0.0011389,              0.0011389,              0.0011389
                     35,                0.88341,                0.85316,                 1.5645,                0.64485,                   0.65,                0.64848,                0.44808,                 1.2465,                 1.2207,                 1.9048,              0.0011224,              0.0011224,              0.0011224
                     36,                0.88739,                0.84553,                 1.5256,                0.72938,                0.78428,                0.74833,                0.46439,                 1.1976,                 1.0702,                 1.8599,              0.0011059,              0.0011059,              0.0011059
                     37,                0.87026,                0.78943,                 1.5174,                0.84793,                0.74559,                0.77715,                0.49141,                 1.2381,                0.92512,                 1.9194,              0.0010894,              0.0010894,              0.0010894
                     38,                0.90902,                  0.767,                 1.5837,                0.62317,                 0.7709,                0.70552,                0.45974,                 1.3068,                 1.1483,                 1.9989,              0.0010729,              0.0010729,              0.0010729
                     39,                0.82394,                0.77902,                 1.4939,                0.60941,                0.72202,                0.61598,                0.43201,                 1.3007,                 1.0679,                 2.1337,              0.0010564,              0.0010564,              0.0010564
                     40,                0.83566,                0.73853,                 1.4884,                 0.6191,                0.79643,                0.61936,                0.42328,                 1.4383,                  1.061,                 2.3583,              0.0010399,              0.0010399,              0.0010399
                     41,                0.87742,                0.73184,                 1.5507,                0.56649,                0.78571,                0.66818,                0.45902,                 1.1794,                0.99753,                 1.9225,              0.0010234,              0.0010234,              0.0010234
                     42,                0.84051,                0.68004,                 1.4935,                0.57695,                0.67113,                0.61915,                0.42711,                 1.2107,                 1.0612,                 1.8915,              0.0010069,              0.0010069,              0.0010069
                     43,                0.86711,                0.83164,                 1.5188,                0.68415,                0.76075,                0.64678,                0.44865,                 1.3267,                  1.012,                 2.0257,             0.00099036,             0.00099036,             0.00099036
                     44,                0.86011,                0.81578,                 1.4915,                0.58597,                0.69931,                0.59655,                0.42781,                  1.276,                 1.0575,                 2.0105,             0.00097386,             0.00097386,             0.00097386
                     45,                0.91747,                0.78044,                 1.5891,                0.64858,                  0.725,                0.62258,                0.44196,                 1.2466,                 0.8814,                 1.9325,             0.00095736,             0.00095736,             0.00095736
                     46,                0.91511,                0.77276,                 1.5736,                0.56779,                0.79643,                0.68542,                 0.4653,                 1.1299,                 0.9596,                 1.7167,             0.00094085,             0.00094085,             0.00094085
                     47,                0.88375,                0.78934,                 1.5204,                0.60527,                 0.7233,                0.66806,                0.45391,                 1.2389,                 1.0448,                  1.822,             0.00092435,             0.00092435,             0.00092435
                     48,                0.80956,                 0.6918,                 1.4518,                0.76111,                0.77972,                0.74581,                0.49252,                  1.239,                0.87592,                 1.8724,             0.00090785,             0.00090785,             0.00090785
                     49,                0.82738,                0.74095,                 1.4297,                0.68397,                0.78417,                0.67295,                0.45239,                 1.2103,                0.97821,                 1.8633,             0.00089134,             0.00089134,             0.00089134
                     50,                0.77649,                 0.6986,                 1.4316,                0.61155,                0.84464,                0.63366,                0.45643,                 1.1866,                0.96938,                 1.8594,             0.00087484,             0.00087484,             0.00087484
                     51,                0.80064,                0.66569,                 1.4856,                0.78329,                0.75419,                0.72318,                0.48501,                 1.1587,                0.88773,                 1.8056,             0.00085834,             0.00085834,             0.00085834
                     52,                0.77155,                0.62738,                 1.4144,                0.73982,                0.78541,                0.77461,                0.47354,                 1.1905,                0.91157,                 1.8406,             0.00084184,             0.00084184,             0.00084184
                     53,                0.81851,                 0.6821,                 1.4615,                0.77138,                0.84464,                0.79899,                0.49636,                 1.0732,                 0.8513,                 1.6866,             0.00082533,             0.00082533,             0.00082533
                     54,                 0.7164,                0.67763,                 1.4113,                0.71712,                0.76071,                0.69853,                0.48741,                  1.103,                0.83423,                 1.7569,             0.00080883,             0.00080883,             0.00080883
                     55,                0.79047,                0.62085,                 1.4763,                 0.7325,                0.74821,                0.67753,                0.47527,                 1.1618,                0.90294,                 1.8522,             0.00079233,             0.00079233,             0.00079233
                     56,                0.72717,                0.62731,                 1.3995,                  0.756,                0.80714,                0.73119,                0.48601,                 1.0811,                0.90339,                 1.7189,             0.00077582,             0.00077582,             0.00077582
                     57,                0.74019,                0.60589,                 1.3874,                0.73403,                0.77143,                0.78919,                0.52234,                 1.0704,                0.81822,                 1.6823,             0.00075932,             0.00075932,             0.00075932
                     58,                 0.6936,                0.56738,                 1.3538,                0.84525,                0.85492,                0.85165,                0.53602,                 1.0533,                0.80247,                 1.6788,             0.00074282,             0.00074282,             0.00074282
                     59,                0.71399,                0.58428,                 1.3476,                0.87905,                0.85869,                0.89009,                0.54491,                 1.0801,                0.81612,                 1.6756,             0.00072631,             0.00072631,             0.00072631
                     60,                0.73098,                 0.7018,                 1.3638,                0.73185,                0.90764,                0.77044,                0.50983,                 1.0438,                0.82211,                 1.6808,             0.00070981,             0.00070981,             0.00070981
                     61,                0.70009,                 0.5892,                 1.3703,                 0.7815,                0.94595,                0.85249,                0.51952,                 1.0398,                0.77639,                 1.6766,             0.00069331,             0.00069331,             0.00069331
                     62,                0.66662,                0.57279,                 1.2999,                0.77205,                0.83193,                0.76522,                0.51444,                   1.03,                0.82253,                 1.6634,              0.0006768,              0.0006768,              0.0006768
                     63,                0.65735,                0.62145,                 1.3065,                0.82204,                0.81222,                0.85113,                0.54763,                0.93586,                0.86823,                 1.5645,              0.0006603,              0.0006603,              0.0006603
                     64,                0.65726,                0.56672,                 1.3261,                0.73253,                0.78304,                0.74711,                0.52911,                0.93854,                0.82528,                 1.5589,              0.0006438,              0.0006438,              0.0006438
                     65,                0.61496,                0.52727,                 1.2984,                0.69834,                0.79643,                0.71038,                0.52075,                 1.0208,                 0.8051,                 1.6446,             0.00062729,             0.00062729,             0.00062729
                     66,                0.66009,                0.61116,                 1.3392,                0.71174,                0.86025,                0.75628,                0.50093,                0.99123,                0.85091,                   1.61,             0.00061079,             0.00061079,             0.00061079
                     67,                0.58034,                0.59447,                 1.2432,                0.67564,                0.74059,                0.70816,                0.51193,                0.97331,                0.83166,                 1.5986,             0.00059429,             0.00059429,             0.00059429
                     68,                0.65669,                0.53003,                 1.3508,                0.75395,                0.74453,                0.78541,                0.54859,                 1.0025,                0.71475,                 1.5988,             0.00057778,             0.00057778,             0.00057778
                     69,                0.64784,                0.51435,                 1.3109,                0.73213,                0.80893,                0.72715,                0.55905,                  1.043,                0.67912,                 1.7313,             0.00056128,             0.00056128,             0.00056128
                     70,                0.63095,                0.54318,                 1.2939,                0.72114,                0.77542,                0.66128,                0.50318,                 1.1408,                0.85014,                 1.8786,             0.00054478,             0.00054478,             0.00054478
                     71,                0.65875,                0.50825,                 1.3219,                0.68978,                0.67582,                0.65346,                0.51389,                 1.0409,                0.88662,                 1.7557,             0.00052827,             0.00052827,             0.00052827
                     72,                0.63921,                0.49648,                 1.3253,                0.80053,                0.69736,                0.77575,                0.52229,                0.99101,                0.80086,                 1.6605,             0.00051177,             0.00051177,             0.00051177
                     73,                0.63813,                0.50302,                 1.3149,                0.70742,                0.80755,                0.75023,                0.52894,                0.95185,                0.82817,                 1.6095,             0.00049527,             0.00049527,             0.00049527
                     74,                0.60603,                0.47941,                 1.2766,                 0.7455,                0.75532,                0.74221,                0.51034,                 1.0057,                0.84314,                 1.6356,             0.00047876,             0.00047876,             0.00047876
                     75,                0.59883,                0.48674,                 1.2282,                0.76156,                0.76329,                 0.7542,                0.51366,                 1.0505,                 0.7883,                 1.6835,             0.00046226,             0.00046226,             0.00046226
                     76,                0.60707,                0.48301,                 1.2616,                0.80273,                0.81964,                0.78359,                0.53118,                  1.017,                0.74356,                 1.6721,             0.00044576,             0.00044576,             0.00044576
                     77,                0.55412,                0.45247,                 1.2201,                0.72405,                0.77198,                0.65971,                0.52992,                 0.9868,                 0.7234,                 1.6799,             0.00042925,             0.00042925,             0.00042925
                     78,                0.58248,                0.43138,                 1.2697,                0.72376,                0.76848,                0.70748,                 0.5247,                0.98139,                0.76637,                 1.6662,             0.00041275,             0.00041275,             0.00041275
                     79,                0.56479,                 0.4629,                 1.2537,                0.71275,                0.71711,                 0.6479,                0.51027,                 1.0311,                0.79849,                  1.715,             0.00039625,             0.00039625,             0.00039625
                     80,                0.57598,                 0.4825,                 1.2775,                0.70442,                0.65119,                0.64576,                0.50972,                 1.1038,                0.95637,                 1.8333,             0.00037974,             0.00037974,             0.00037974
                     81,                0.52235,                0.47019,                  1.211,                0.74812,                 0.6921,                0.69925,                0.53583,                 1.0331,                0.79508,                  1.736,             0.00036324,             0.00036324,             0.00036324
                     82,                0.55732,                0.45911,                 1.2377,                0.82041,                0.80341,                0.76282,                0.56588,                 1.0272,                0.65733,                 1.7201,             0.00034674,             0.00034674,             0.00034674
                     83,                0.52271,                0.42605,                 1.2057,                0.85483,                 0.8348,                0.79898,                0.56008,                 1.0668,                0.66506,                 1.7954,             0.00033023,             0.00033023,             0.00033023
                     84,                0.57417,                0.47382,                 1.2529,                0.77301,                0.80488,                0.78904,                 0.5541,                  1.056,                0.69943,                 1.7555,             0.00031373,             0.00031373,             0.00031373
                     85,                0.55053,                 0.4324,                 1.2275,                0.78519,                0.83214,                 0.8253,                0.56934,                0.99868,                0.70901,                 1.6649,             0.00029723,             0.00029723,             0.00029723
                     86,                0.54961,                0.42105,                 1.1998,                0.76563,                0.79643,                 0.7911,                0.55209,                0.98386,                0.74404,                 1.6487,             0.00028072,             0.00028072,             0.00028072
                     87,                0.49289,                0.39092,                 1.1874,                0.70266,                0.76071,                0.67217,                0.53228,                0.98871,                0.79868,                 1.6578,             0.00026422,             0.00026422,             0.00026422
                     88,                0.50096,                0.39623,                 1.1993,                0.72675,                  0.725,                 0.6692,                0.51426,                 1.0098,                 0.7713,                 1.6803,             0.00024772,             0.00024772,             0.00024772
                     89,                0.51035,                 0.3801,                 1.1982,                 0.7664,                  0.725,                0.70646,                0.52355,                 1.0635,                0.81985,                 1.7229,             0.00023121,             0.00023121,             0.00023121
                     90,                0.49503,                0.42402,                 1.1671,                0.75904,                0.76071,                0.76782,                0.52883,                 1.0734,                0.86151,                 1.7006,             0.00021471,             0.00021471,             0.00021471
                     91,                0.48519,                 0.3769,                 1.1823,                0.80476,                0.76796,                0.77923,                0.52235,                 1.0445,                0.82446,                 1.6729,             0.00019821,             0.00019821,             0.00019821
                     92,                0.51164,                0.40587,                 1.1971,                0.85288,                 0.7642,                0.77897,                0.51741,                0.99479,                0.77874,                 1.6327,              0.0001817,              0.0001817,              0.0001817
                     93,                0.46837,                0.35254,                 1.1563,                0.83668,                0.75879,                0.77907,                0.53021,                0.98549,                0.70241,                 1.6433,              0.0001652,              0.0001652,              0.0001652
                     94,                0.47897,                0.41361,                  1.183,                  0.796,                0.80173,                0.75334,                0.53613,                0.99847,                0.68812,                 1.6824,              0.0001487,              0.0001487,              0.0001487
                     95,                0.48223,                 0.3653,                 1.1773,                0.78014,                0.80581,                0.74392,                0.53767,                0.99338,                0.70224,                 1.6957,             0.00013219,             0.00013219,             0.00013219
                     96,                0.47671,                0.34882,                 1.1826,                0.81793,                0.72545,                0.72974,                0.53767,                 1.0164,                0.72648,                 1.7294,             0.00011569,             0.00011569,             0.00011569
                     97,                0.44625,                0.36699,                 1.1675,                0.82313,                0.71601,                0.74694,                0.53768,                 1.0162,                0.75322,                 1.7029,             9.9187e-05,             9.9187e-05,             9.9187e-05
                     98,                0.45799,                0.38463,                 1.1562,                0.77269,                0.79888,                0.73324,                0.52995,                0.98588,                0.77655,                 1.6256,             8.2683e-05,             8.2683e-05,             8.2683e-05
                     99,                0.47545,                0.36491,                  1.163,                0.80449,                0.74778,                0.72895,                0.52235,                0.99124,                0.75895,                 1.6144,              6.618e-05,              6.618e-05,              6.618e-05
                    100,                0.46606,                0.40115,                 1.1789,                0.75958,                0.72438,                0.67181,                0.52204,                0.98649,                 0.7918,                 1.5943,             4.9677e-05,             4.9677e-05,             4.9677e-05
